,t,hat_beta_t,argmax_Wit,top_agent_wealth_ratio,state_t,k_ast_t,gamma_t
0,0.0,0.49999999999999994,0.0,9.999000099990002e-05,0.0,-1.0,0.0
1,1.0,0.5046738317756996,1.0,0.00010279345897185975,0.0,1.0,0.0
2,2.0,0.5093452143200187,1.0,0.00010564782996071318,0.0,1.0,0.0
3,3.0,0.5140126827121804,1.0,0.00010855303352801939,0.0,1.0,0.0
4,4.0,0.5186747781714431,1.0,0.00011150895747885804,0.0,1.0,0.0
5,5.0,0.5233300502190074,1.0,0.00011451545811224002,0.0,1.0,0.0
6,6.0,0.527977058812277,1.0,0.00011757236054104397,0.0,1.0,0.0
7,7.0,0.5326143764445916,1.0,0.00012067945908009455,0.0,1.0,0.0
8,8.0,0.5372405902037517,1.0,0.00012383651770070178,0.0,1.0,0.0
9,9.0,0.5418543037829394,1.0,0.00012704327054969245,0.0,1.0,0.0
10,10.0,0.5464541394377426,1.0,0.0001302994225307114,0.0,1.0,0.0
11,11.0,0.5510387398835258,1.0,0.0001336046499453243,0.0,1.0,0.0
12,12.0,0.555606770127508,1.0,0.00013695860119121146,0.0,1.0,0.0
13,13.0,0.5601569192303939,1.0,0.0001403608975145361,0.0,1.0,0.0
14,14.0,0.5646879019927091,1.0,0.00014381113381337855,0.0,1.0,0.0
15,15.0,0.5691984605614532,1.0,0.00014730887948894792,0.0,1.0,0.0
16,16.0,0.5736873659530451,1.0,0.00015085367934113738,0.0,1.0,0.0
17,17.0,0.5781534194889933,1.0,0.0001544450545048552,0.0,1.0,0.0
18,18.0,0.5825954541411978,1.0,0.00015808250342346224,0.0,1.0,0.0
19,19.0,0.5870123357841535,1.0,0.00016176550285555564,0.0,1.0,0.0
20,20.0,0.5914029643518932,1.0,0.00016549350891127275,0.0,1.0,0.0
21,21.0,0.5957662748978659,1.0,0.00016926595811427055,0.0,1.0,0.0
22,22.0,0.6001012385564687,1.0,0.00017308226848549015,0.0,1.0,0.0
23,23.0,0.6044068634053628,1.0,0.0001769418406448397,0.0,1.0,0.0
24,24.0,0.608682195228153,1.0,0.000180844058926954,0.0,1.0,0.0
25,25.0,0.6129263181774662,1.0,0.00018478829250721514,0.0,1.0,0.0
26,26.0,0.6171383553388272,1.0,0.00018877389653431577,0.0,1.0,0.0
27,27.0,0.6213174691961963,1.0,0.0001928002132656939,0.0,1.0,0.0
28,28.0,0.62546286200037,1.0,0.00019686657320228956,0.0,1.0,0.0
29,29.0,0.6295737760418327,1.0,0.00020097229621918874,0.0,1.0,0.0
30,30.0,0.6336494938299753,1.0,0.0002051166926888349,0.0,1.0,0.0
31,31.0,0.6376893381809441,1.0,0.00020929906459364237,0.0,1.0,0.0
32,32.0,0.6416926722166544,1.0,0.00021351870662499002,0.0,1.0,0.0
33,33.0,0.6456588992777657,1.0,0.00021777490726575336,0.0,1.0,0.0
34,34.0,0.6495874627536985,1.0,0.00022206694985367137,0.0,1.0,0.0
35,35.0,0.6534778458329739,1.0,0.0002263941136230688,0.0,1.0,0.0
36,36.0,0.6573295711773292,1.0,0.00023075567472258596,0.0,1.0,0.0
37,37.0,0.6611422005232609,1.0,0.0002351509072068002,0.0,1.0,0.0
38,38.0,0.6649153342147973,1.0,0.00023957908399979054,0.0,1.0,0.0
