,0
0,0.3615231528313604
1,0.9767385259157111
2,0.24471120055979645
3,0.5314358238993224
4,0.7535677501326298
5,0.6100778267849374
6,0.024663556808499076
7,0.5142164617338738
8,0.25343506040186126
9,0.8470610301969241
10,0.9846938969932659
11,0.34842591149297275
12,0.6209735774265682
13,0.11164092858517582
14,0.0928186767211806
15,0.4831507513643024
16,0.9803877636657029
17,0.37557303597010194
18,0.1841946159501744
19,0.6938652708307268
20,0.12283944105026878
21,0.975538258108157
22,0.30371229259333676
23,0.3094903534140997
24,0.5695473269976634
25,0.27747432770656777
26,0.3001724373461344
27,0.021951732544819302
28,0.0733155648431606
29,0.06989012689670038
30,0.4334170867932382
31,0.13278199656772816
32,0.8568083130647762
33,0.5816882645478608
34,0.7558421267604682
35,0.06734237500141371
36,0.7225120991870261
37,0.49197179527443646
38,0.5020222850491108
39,0.47773918144302785
40,0.3635696649830593
41,0.48349422727435065
42,0.48290792462183085
43,0.680661322952539
44,0.07401016661225324
45,0.838928498525638
46,0.34711158402460407
47,0.36968400808605717
48,0.3607764132197784
49,0.3253062494796989
50,0.27863206294519205
51,0.5910941674190276
52,0.5549238279490818
53,0.9170933504203951
54,0.315447993514992
55,0.11122752281932868
56,0.9002619433684012
57,0.28890653548487355
58,0.6754540147927603
59,0.763333767723074
60,0.5285207807752293
61,0.7690049415903456
62,0.3515730260442914
63,0.7557256562371332
64,0.05445434461036258
65,0.9290308664047214
66,0.583729179431687
67,0.2760837837703417
68,0.7284098164668438
69,0.7395197488320199
70,0.8024663545976861
71,0.6565490002949801
72,0.8178806729803101
73,0.7191110857361909
74,0.8390507799332811
75,0.26047765351139895
76,0.20882849713152263
77,0.5337944077263274
78,0.2620785644389113
79,0.5755549682146008
80,0.8895160030382562
81,0.8871180111432463
82,0.3107817048028555
83,0.9794704773326744
84,0.5821764164367981
85,0.09255954628275853
86,0.20069293836431645
87,0.8788249938104312
88,0.9054554657249577
89,0.02345136769399392
90,0.21144976494176848
91,0.37914439819485946
92,0.7178966972401847
93,0.7891748879853586
94,0.9543284272006203
95,0.8275488162102824
96,0.18285258102887325
97,0.8142158729316918
98,0.21761549324230367
99,0.40688164027068163
100,0.39896296452491864
101,0.9386537806045357
102,0.8143065658428499
103,0.8328171000671774
104,0.27935610281765566
105,0.6566043287826753
106,0.1393199621766099
107,0.6559710057570529
108,0.011081257809243406
109,0.8206024202098063
110,0.4331407753663883
111,0.7706806585742305
112,0.5471346480299365
113,0.08804814301977315
114,0.06225698049568673
115,0.9544159899127935
116,0.30631912415705964
117,0.7122001622567941
118,0.8742947249522253
119,0.9633808768955706
120,0.32980899570578515
121,0.5656372549789839
122,0.445787551782413
123,0.11841345770310119
124,0.39118306304946127
125,0.07919647408449015
126,0.1956590103235878
127,0.19914298412068177
128,0.9087017316932122
129,0.8071794130704564
130,0.778819606951086
131,0.8268296892260245
132,0.9372168011972647
133,0.7314958891692025
134,0.5646707215971978
135,0.3887697349881264
136,0.5301271068609322
137,0.9978559078412595
138,0.2829687822276149
139,0.5154738286035463
140,0.03471760392173928
141,0.15987428938675796
142,0.2445049994683477
143,0.22360309821861435
144,0.948090651776049
145,0.8792935079395986
146,0.930969272710711
147,0.05771971797662101
148,0.07049301130460972
149,0.38614763150040243
150,0.03328184523223643
151,0.8807155146390092
152,0.014782127933998246
153,0.9796993754469505
154,0.6656628863203343
155,0.03678309947216163
156,0.5403900186430246
157,0.11372358972606533
158,0.2877467846711482
159,0.2826517436494418
160,0.03328417248245097
161,0.4133863370002182
162,0.47689614915846323
163,0.0949263974517991
164,0.5781652505811351
165,0.8636098675590949
166,0.11501350257383414
167,0.8317769172581703
168,0.7571920516039998
169,0.5807719907723745
170,0.6977783210877608
171,0.8967190262614982
172,0.2013157359442841
173,0.7477641895853298
174,0.6735680991246435
175,0.7783492153950803
176,0.3176300284182244
177,0.6427289479244639
178,0.8363118204287971
179,0.4573984719962202
180,0.06363325948215937
181,0.38902114408814115
182,0.5995827867785637
183,0.804156965073483
184,0.14778232496260657
185,0.16884894811949358
186,0.3892240204490466
187,0.6120929167678026
188,0.42682632810708687
189,0.7442309830536064
190,0.8685550344910783
191,0.8958965641696188
192,0.354920078593836
193,0.09903292036583133
194,0.7466553238643874
195,0.07645599985407603
196,0.5067967288676979
197,0.12565880280394404
198,0.08227302659201041
199,0.41731688401850575
200,0.6337856494518882
201,0.13960506970344155
202,0.3201070775192397
203,0.7670798658001479
204,0.9798414285731207
205,0.7904325143662368
206,0.9685991473328531
207,0.5980911710112617
208,0.22892262729078672
209,0.7919192371796776
210,0.5075591986618888
211,0.40999103816715765
212,0.3030908658889716
213,0.28137126588455064
214,0.20825817106793332
215,0.8051463511272579
216,0.34405968138475973
217,0.3196238771155101
218,0.3928698290258428
219,0.8431527665357295
220,0.3328284465804664
221,0.8098433952283062
222,0.33914438088063825
223,0.5181652848184382
224,0.0844440534819092
225,0.9220031687739391
226,0.996257703298316
227,0.17556925296536208
228,0.5766922521395814
229,0.1836667203933956
230,0.7584681305907804
231,0.25915974939903785
232,0.6762672396252754
233,0.29343879087863145
234,0.39723831596092873
235,0.17454726644119067
236,0.6413184065367666
237,0.23479366246155442
238,0.5584317532286216
239,0.27002424885184706
240,0.12451585857402192
241,0.21872275666859864
242,0.18328550911680386
243,0.26265444446251995
244,0.0349404897856449
245,0.5385776010179126
246,0.07178220803928759
247,0.38290916002200315
248,0.821296049963019
249,0.355481628856812
250,0.8367037405123602
251,0.5857797482222319
252,0.3934031156778516
253,0.5222454636106267
254,0.6598037025909208
255,0.8992623701466426
256,0.10166903143317652
257,0.5980383823452979
258,0.2008531229319216
259,0.9611252369205449
260,0.9564624963732239
261,0.6035182545392522
262,0.3481885853401203
263,0.9490745866059229
264,0.3561624463596459
265,0.26922756974743856
266,0.012352399505719758
267,0.08929815029853627
268,0.4014087024613118
269,0.6430769741848987
270,0.8004803513978714
271,0.05855563056536073
272,0.325034301021754
273,0.34917293507061986
274,0.12308654026481769
275,0.21803605311036456
276,0.1644969469367581
277,0.6470658342296323
278,0.2947646419244956
279,0.01004999652152394
280,0.3961840391964043
281,0.40621444457630107
282,0.2422439917732795
283,0.018359725231698376
284,0.18060288907531852
285,0.9525397595533482
286,0.588804461670539
287,0.8866392149619404
288,0.03061687788075651
289,0.36921351039262107
290,0.9143602869895161
291,0.5894783272118037
292,0.7387254025472912
293,0.5999815398904021
294,0.06814557825354128
295,0.4707722859045106
296,0.247615126310332
297,0.052446549731143044
298,0.07492013685885313
299,0.6446745730250181
300,0.8640657876548016
301,0.1113753068391018
302,0.35665355049682723
303,0.18257090499506246
304,0.5015776853244006
305,0.07196900091385205
306,0.03259386468422454
307,0.9326670703576905
308,0.9611896453305555
309,0.38751649456410386
310,0.2775664797553046
311,0.4181170040488694
312,0.351741471785335
313,0.6124406116454584
314,0.8082437115036288
315,0.8868787935287556
316,0.6568806518661193
317,0.7604653231591032
318,0.08398239999895607
319,0.37330494010048265
320,0.5077524311992705
321,0.29228319353346854
322,0.38512156698289823
323,0.35759780983697387
324,0.3267178189950959
325,0.8579237565492777
326,0.08461696583887801
327,0.9669592190240324
328,0.46364309237806656
329,0.4782076563483044
330,0.6835196610534019
331,0.9347449044901601
332,0.6633166815545075
333,0.6253263902944556
334,0.08848952987402448
335,0.25417145740088654
336,0.4165511612785969
337,0.6213854776887732
338,0.06938949140786
339,0.5473723214006895
340,0.5885456152673335
341,0.35473311964544074
342,0.08950164852393405
343,0.9625591946671398
344,0.7582687227720615
345,0.000989448730117748
346,0.8102324448929037
347,0.7288354406472797
348,0.5054368516123011
349,0.3942074189201318
350,0.4604099107985161
351,0.2749724266519511
352,0.3208519327522491
353,0.12206786155389593
354,0.5757667598390666
355,0.24565906584648856
356,0.9297128397541886
357,0.6635241587898149
358,0.9299810537601226
359,0.3488415989695478
360,0.5785538905529342
361,0.4553052721524077
362,0.8713279913768139
363,0.08269281515099358
364,0.8330000801651598
365,0.6505225238518719
366,0.5702819468903128
367,0.7135237731207219
368,0.45414934713298616
369,0.2684192920924121
370,0.5161285575391226
371,0.06877733910423145
372,0.5411541623658201
373,0.415226644813544
374,0.005355432146883055
375,0.10801360701388651
376,0.7254366102879723
377,0.8351225902410387
378,0.8954873526539364
379,0.8959975081534947
380,0.008231402593576131
381,0.7814546420400988
382,0.02167853747200199
383,0.9542093502072237
384,0.1379408669256914
385,0.4780785197197658
386,0.06070406805778783
387,0.829321694333793
388,0.7520738751439879
389,0.1953800730342109
390,0.3206861308443155
391,0.7589303112296665
392,0.00280436095933867
393,0.3020030340225217
394,0.43532739002580967
395,0.9496914140105946
396,0.06331262316656672
397,0.6885054039759346
398,0.7480555734211171
399,0.25253532618048447
400,0.7679977837292404
401,0.09868376709116689
402,0.6433631077687963
403,0.7558486688453321
404,0.3558284613882383
405,0.6967400827942988
406,0.020547825460798697
407,0.011269142363302898
408,0.7804099679495773
409,0.5057259880841148
410,0.9624741691850563
411,0.4561001463943415
412,0.4446037552791601
413,0.7405248134987423
414,0.6634225164862132
415,0.2586056310730398
416,0.8237968618098769
417,0.9482633220564959
418,0.40035920547885706
419,0.07518846165327076
420,0.08972002791123412
421,0.44179942094978275
422,0.7301281168028874
423,0.23435810945061253
424,0.5511654886265461
425,0.9684815118293454
426,0.269691731613542
427,0.20207517487529358
428,0.10517276760835981
429,0.5272882391119625
430,0.26658777951752277
431,0.2638324425590223
432,0.9312886188489847
433,0.2651248878447562
434,0.8293659162664614
435,0.45894452075974534
436,0.13484361432857372
437,0.4299211275138586
438,0.4797631905004923
439,0.5629300704356435
440,0.7023291275121977
441,0.08732486846974175
442,0.36212809415972436
443,0.16510437563336677
444,0.24764931690529646
445,0.9298513129669664
446,0.44058272914410423
447,0.8815859558880461
448,0.8116136942747495
449,0.9685419464958827
450,0.9055915260281763
451,0.09952102086189762
452,0.45158352713942085
453,0.15330150526890773
454,0.16538799090634237
455,0.8216845749677674
456,0.4352154691003002
457,0.5323014477459991
458,0.9309809515292828
459,0.16653996036343577
460,0.10397282736646851
461,0.6730755987315146
462,0.14530317724220787
463,0.8295746501466376
464,0.8877132998746075
465,0.15187274452437272
466,0.9823065979249077
467,0.547094607527935
468,0.286347303802829
469,0.6768737262965404
470,0.8182461474004455
471,0.21529643195739068
472,0.4222675516753579
473,0.0037892493108027114
474,0.47094952399280987
475,0.4358050807487841
476,0.16604254698080712
477,0.36877203093276634
478,0.668970865541957
479,0.24602501796411747
480,0.2442842314168454
481,0.4062802885015183
482,0.5938853708405644
483,0.1757848872667419
484,0.3058255122985727
485,0.09684990368948565
486,0.9703553913651941
487,0.18377926997450444
488,0.3517027605103684
489,0.20601891003435702
490,0.21131291594541635
491,0.015491804999521852
492,0.14327165266069897
493,0.5291061917633585
494,0.41726206258818177
495,0.11412815520807229
496,0.4250056517242041
497,0.7802085260094879
498,0.2380241089216769
499,0.2545199888385137
500,0.5280105899413573
501,0.15358807737957603
502,0.35498405501915453
503,0.7496042275671213
504,0.4834297114347149
505,0.5308347485956288
506,0.9581520781321301
507,0.43388189190044246
508,0.47514926203647156
509,0.8763324250580931
510,0.682659715374361
511,0.033882794646670655
512,0.3576870497611553
513,0.16755404071972402
514,0.1359841810940151
515,0.2891246125130774
516,0.5208408661666503
517,0.33626047428536576
518,0.4900628375591005
519,0.45824218096723446
520,0.09735275390766907
521,0.33204276326903026
522,0.6713681331363638
523,0.2122597978885803
524,0.025421447570665445
525,0.5439233482979818
526,0.5716839218015831
527,0.23324041353892444
528,0.34617751571874
529,0.8007196060972909
530,0.06895468857978537
531,0.9595843147043378
532,0.8905556190804026
533,0.6657445590549097
534,0.1375738513606849
535,0.954005431139812
536,0.18597249753976997
537,0.6405368818357726
538,0.9645630092251187
539,0.21614338483757012
540,0.7099746887552588
541,0.42459776811011096
542,0.21967461436788582
543,0.11956258386236995
544,0.6330412945247554
545,0.8948473609983575
546,0.7953906900474528
547,0.39274495315015434
548,0.052939944569333486
549,0.27005882242766077
550,0.6995397181716784
551,0.3943729145727949
552,0.2270242858483814
553,0.2186532266539779
554,0.5267900852293541
555,0.03817235412019904
556,0.09670828946096532
557,0.5920436499313048
558,0.42158598562510186
559,0.39887590188757993
560,0.9323155282076002
561,0.48066985478760205
562,0.48961349082026684
563,0.3568229544139314
564,0.3960746790153379
565,0.455972798869128
