,t,hat_beta_t,argmax_Wit,top_agent_wealth_ratio,top_10p_wealth_ratio,state_t,k_ast_t,Gamma_t,gamma_period_t,gamma_star_t,r_bar_t
0,0.0,0.4991848868377152,0.9421710047944999,9.999000099990002e-05,0.0999900009999,0.0,-1.0,0.0,0.0,91.66666666666669,0.8
1,1.0,0.503846879190309,0.9998965815708178,0.00010279757771110138,0.10252448386593925,0.0,1.0,0.0,0.0,91.66666666666669,0.8
2,2.0,0.5085064876680381,0.9998965815708178,0.00010565636521122555,0.10509601758917568,0.0,1.0,0.0,0.0,91.66666666666669,0.8
3,3.0,0.5131622666669627,0.9998965815708178,0.00010856629444181182,0.10770420617730998,0.0,1.0,0.0,0.0,91.66666666666669,0.8
4,4.0,0.5178127767591926,0.9998965815708178,0.00011152726460263057,0.11034862549129955,0.0,1.0,0.0,0.0,91.66666666666669,0.8
5,5.0,0.5224565868072606,0.9998965815708178,0.0001145391433765922,0.11302882385799572,0.0,1.0,0.0,0.0,91.66666666666669,0.8
6,6.0,0.5270922760509865,0.9998965815708178,0.00011760176722345222,0.11574432274259043,0.0,1.0,0.0,0.0,91.66666666666669,0.8
7,7.0,0.531718436160117,0.9998965815708178,0.00012071494174101603,0.11849461747843068,0.0,1.0,0.0,0.0,91.66666666666669,0.8
8,8.0,0.5363336732463326,0.9998965815708178,0.00012387844209225395,0.1212791780515258,0.0,1.0,0.0,0.0,91.66666666666669,0.8
9,9.0,0.5409366098283035,0.9998965815708178,0.0001270920134964579,0.12409744993684363,0.0,1.0,0.0,0.0,91.66666666666669,0.8
10,10.0,0.5455258867438713,0.9998965815708178,0.00013035537178233581,0.12694885498332284,0.0,1.0,0.0,0.0,91.66666666666669,0.8
11,11.0,0.5501001650036383,0.9998965815708178,0.0001336682040006605,0.12983279234430897,0.0,1.0,0.0,0.0,91.66666666666669,0.8
12,12.0,0.5546581275805665,0.9998965815708178,0.0001370301690938881,0.13274863944999424,0.0,1.0,0.0,0.0,91.66666666666669,0.8
13,13.0,0.5591984811306283,0.9998965815708178,0.0001404408986199339,0.13569575301829162,0.0,1.0,0.0,0.0,91.66666666666669,0.8
14,14.0,0.5637199576397539,0.9998965815708178,0.00014389999752710393,0.1386734701004505,0.0,1.0,0.0,0.0,91.66666666666669,0.8
15,15.0,0.5682213159929068,0.9998965815708178,0.00014740704497701664,0.1416811091576462,0.0,1.0,0.0,0.0,91.66666666666669,0.8
16,16.0,0.5727013434613326,0.9998965815708178,0.00015096159521217736,0.1447179711646873,0.0,1.0,0.0,0.0,91.66666666666669,0.8
17,17.0,0.5771588571046058,0.9998965815708178,0.00015456317846475733,0.1477833407369412,0.0,1.0,0.0,0.0,91.66666666666669,0.8
18,18.0,0.5815927050844175,0.9998965815708178,0.00015821130190300266,0.15087648727655525,0.0,1.0,0.0,0.0,91.66666666666669,0.8
19,19.0,0.5860017678875215,0.9998965815708178,0.0001619054506116309,0.15399666613405164,0.0,1.0,0.0,0.0,91.66666666666669,0.8
20,20.0,0.5903849594557381,0.9998965815708178,0.0001656450886024763,0.157143119781373,0.0,1.0,0.0,0.0,91.66666666666669,0.8
21,21.0,0.5947412282212726,0.9998965815708178,0.00016942965985163955,0.16031507899251612,0.0,1.0,0.0,0.0,91.66666666666669,0.8
22,22.0,0.599069558046137,0.9998965815708178,0.00017325858935934496,0.16351176402794024,0.0,1.0,0.0,0.0,91.66666666666669,0.8
23,23.0,0.6033689690648065,0.9998965815708178,0.00017713128422871898,0.16673238581900524,0.0,1.0,0.0,0.0,91.66666666666669,0.8
24,24.0,0.6076385184297612,0.9998965815708178,0.00018104713475972534,0.1699761471488073,0.0,1.0,0.0,0.0,91.66666666666669,0.8
25,25.0,0.6118773009598899,0.9998965815708178,0.00018500551555452585,0.1732422438258815,0.0,1.0,0.0,0.0,91.66666666666669,0.8
26,26.0,0.6160844496922373,0.9998965815708178,0.00018900578663060634,0.17652986584737565,0.0,1.0,0.0,0.0,91.66666666666669,0.8
27,27.0,0.6202591363378527,0.9998965815708178,0.0001930472945380479,0.17983819854841648,0.0,1.0,0.0,0.0,91.66666666666669,0.8
28,28.0,0.6244005716429653,0.9998965815708178,0.00019712937347747788,0.18316642373460237,0.0,1.0,0.0,0.0,91.66666666666669,0.8
29,29.0,0.628508005656999,0.9998965815708178,0.000201251346415269,0.1865137207946361,0.0,1.0,0.0,0.0,91.66666666666669,0.8
30,30.0,0.6325807279093404,0.9998965815708178,0.00020541252619273931,0.18987926779037922,0.0,1.0,0.0,0.0,91.66666666666669,0.8
31,31.0,0.636618067496968,0.9998965815708178,0.00020961221662619127,0.19326224252170443,0.0,1.0,0.0,0.0,91.66666666666669,0.8
32,32.0,0.6406193930854895,0.9998965815708178,0.00021384971359483422,0.1966618235638079,0.0,1.0,0.0,0.0,91.66666666666669,0.8
33,33.0,0.6445841128262647,0.9998965815708178,0.0002181243061136979,0.2000771912747243,0.0,1.0,0.0,0.0,91.66666666666669,0.8
34,34.0,0.6485116741926116,0.9998965815708178,0.0002224352773889062,0.20350752877109035,0.0,1.0,0.0,0.0,91.66666666666669,0.8
35,35.0,0.6524015637382515,0.9998965815708178,0.00022678190585279404,0.20695202287034895,0.0,1.0,0.0,0.0,91.66666666666669,0.8
36,36.0,0.6562533067813806,0.9998965815708178,0.00023116346617654075,0.2104098649977922,0.0,1.0,0.0,0.0,91.66666666666669,0.8
37,37.0,0.6600664670179264,0.9998965815708178,0.00023557923025815898,0.2138802520570397,0.0,1.0,0.0,0.0,91.66666666666669,0.8
38,38.0,0.6638406460675759,0.9998965815708178,0.00024002846818390897,0.21736238726278373,0.0,1.0,0.0,0.0,91.66666666666669,0.8
39,39.0,0.6675754829564725,0.9998965815708178,0.00024451044916132665,0.22085548093476057,0.0,1.0,0.0,0.0,91.66666666666669,0.8
40,40.0,0.6712706535403451,0.9998965815708178,0.00024902444242229095,0.22435875125217244,0.0,1.0,0.0,0.0,91.66666666666669,0.8
41,41.0,0.6749258698720867,0.9998965815708178,0.00025356971809472375,0.22787142496791382,0.0,1.0,0.0,0.0,91.66666666666669,0.8
42,42.0,0.6785408795177114,0.9998965815708178,0.0002581455480416741,0.23139273808216695,0.0,1.0,0.0,0.0,91.66666666666669,0.8
43,43.0,0.6821154648247033,0.9998965815708178,0.00026275120666678517,0.23492193647510626,0.0,1.0,0.0,0.0,91.66666666666669,0.8
44,44.0,0.6856494421467753,0.9998965815708178,0.0002673859716852118,0.2384582764985876,0.0,1.0,0.0,0.0,91.66666666666669,0.8
45,45.0,0.6891426610289816,0.9998965815708178,0.00027204912485934754,0.24200102552690103,0.0,1.0,0.0,0.0,91.66666666666669,0.8
46,46.0,0.6925950033571652,0.9998965815708178,0.0002767399526987905,0.24554946246678414,0.0,1.0,0.0,0.0,91.66666666666669,0.8
47,47.0,0.6960063824755897,0.9998965815708178,0.00028145774712416737,0.24910287822702026,0.0,1.0,0.0,0.0,91.66666666666669,0.8
48,48.0,0.6993767422765924,0.9998965815708178,0.00028620180609463986,0.25266057614816,0.0,1.0,0.0,0.0,91.66666666666669,0.8
49,49.0,0.7027060562660173,0.9998965815708178,0.0002909714341989359,0.25622187239287986,0.0,1.0,0.0,0.0,91.66666666666669,0.8
50,50.0,0.7059943266079826,0.9998965815708178,0.000295765943210052,0.2597860962977838,0.0,1.0,0.0,0.0,91.66666666666669,0.8
51,51.0,0.7092415831526109,0.9998965815708178,0.00030058465260373267,0.263352590687383,0.0,1.0,0.0,0.0,91.66666666666669,0.8
52,52.0,0.7124478824500482,0.9998965815708178,0.00030542689004109906,0.26692071215122387,0.0,1.0,0.0,0.0,91.66666666666669,0.8
53,53.0,0.7156133067540806,0.9998965815708178,0.0003102919918158026,0.270489831285114,0.0,1.0,0.0,0.0,91.66666666666669,0.8
